spectrum_id,inchikey,ion_mode,precursor_mz,instrument_type,contributor,license
MSBNK-Athens_Univ-AU302710,PZXOQEXFMJCDPG-UHFFFAOYSA-N,POSITIVE,214.0297,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU303606,YWTYJOPNNQFBPC-UHFFFAOYSA-N,POSITIVE,256.0596,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU310906,MXWJVTOOROXGIU-UHFFFAOYSA-N,POSITIVE,216.101,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU311101,YASYVMFAVPKPKE-UHFFFAOYSA-N,POSITIVE,184.0192,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU311102,YASYVMFAVPKPKE-UHFFFAOYSA-N,POSITIVE,184.0192,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU311103,YASYVMFAVPKPKE-UHFFFAOYSA-N,POSITIVE,184.0192,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU311107,YASYVMFAVPKPKE-UHFFFAOYSA-N,POSITIVE,184.0192,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU311108,YASYVMFAVPKPKE-UHFFFAOYSA-N,POSITIVE,184.0192,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU311109,YASYVMFAVPKPKE-UHFFFAOYSA-N,POSITIVE,184.0192,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU313301,KRTSDMXIXPKRQR-AATRIKPKSA-N,POSITIVE,224.0682,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU313307,KRTSDMXIXPKRQR-AATRIKPKSA-N,POSITIVE,224.0682,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU314106,ODCWYMIRDDJXKW-UHFFFAOYSA-N,POSITIVE,202.0854,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU315506,PNVJTZOFSHSLTO-UHFFFAOYSA-N,POSITIVE,279.0273,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU322106,VTNQPKFIQCLBDU-UHFFFAOYSA-N,POSITIVE,270.1255,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU324506,WFDXOXNFNRHQEC-GHRIWEEISA-N,POSITIVE,404.1241,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU325852,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,NEGATIVE,239.0496,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU335306,MMOXZBCLCQITDF-UHFFFAOYSA-N,POSITIVE,192.1383,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU337406,JHSPCUHPSIUQRB-UHFFFAOYSA-N,POSITIVE,189.9821,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU338806,QQQYTWIFVNKMRW-UHFFFAOYSA-N,POSITIVE,311.0393,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU341051,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,NEGATIVE,231.0097,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU341052,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,NEGATIVE,231.0097,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU346451,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,NEGATIVE,434.9314,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU346452,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,NEGATIVE,434.9314,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU346453,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,NEGATIVE,434.9314,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU346454,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,NEGATIVE,434.9314,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU346455,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,NEGATIVE,434.9314,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU351806,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,POSITIVE,207.1492,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU353906,STEPQTYSZVCJPV-UHFFFAOYSA-N,POSITIVE,278.1055,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU355606,WVQBLGZPHOPPFO-UHFFFAOYSA-N,POSITIVE,284.1412,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU367605,FZXISNSWEXTPMF-UHFFFAOYSA-N,POSITIVE,230.1167,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU367606,FZXISNSWEXTPMF-UHFFFAOYSA-N,POSITIVE,230.1167,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU371406,ONCZDRURRATYFI-TVJDWZFNSA-N,POSITIVE,409.137,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU382501,DNVLJEWNNDHELH-UHFFFAOYSA-N,POSITIVE,182.0126,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU383301,YRMLFORXOOIJDR-UHFFFAOYSA-N,POSITIVE,208.029,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU383302,YRMLFORXOOIJDR-UHFFFAOYSA-N,POSITIVE,208.029,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU387301,WPALTCMYPARVNV-UHFFFAOYSA-N,POSITIVE,384.1473,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU387302,WPALTCMYPARVNV-UHFFFAOYSA-N,POSITIVE,384.1473,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU387303,WPALTCMYPARVNV-UHFFFAOYSA-N,POSITIVE,384.1473,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU387304,WPALTCMYPARVNV-UHFFFAOYSA-N,POSITIVE,384.1473,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU387305,WPALTCMYPARVNV-UHFFFAOYSA-N,POSITIVE,384.1473,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU400151,IDQHRQQSSQDLTR-UHFFFAOYSA-N,NEGATIVE,216.9941,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU400408,SDYWXFYBZPNOFX-UHFFFAOYSA-N,POSITIVE,161.9872,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU400409,SDYWXFYBZPNOFX-UHFFFAOYSA-N,POSITIVE,161.9872,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU405206,CMGDVUCDZOBDNL-UHFFFAOYSA-N,POSITIVE,134.0713,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU405406,MVPKIPGHRNIOPT-UHFFFAOYSA-N,POSITIVE,148.0869,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU405706,UHGULLIUJBCTEF-UHFFFAOYSA-N,POSITIVE,151.0324,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU405708,UHGULLIUJBCTEF-UHFFFAOYSA-N,POSITIVE,151.0324,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU405709,UHGULLIUJBCTEF-UHFFFAOYSA-N,POSITIVE,151.0324,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU405710,UHGULLIUJBCTEF-UHFFFAOYSA-N,POSITIVE,151.0324,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU405711,UHGULLIUJBCTEF-UHFFFAOYSA-N,POSITIVE,151.0324,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU405806,UTBVIMLZIRIFFR-UHFFFAOYSA-N,POSITIVE,182.0093,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU405906,YEDUAINPPJYDJZ-UHFFFAOYSA-N,POSITIVE,152.0165,LC-ESI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500101,QZCLKYGREBVARF-UHFFFAOYSA-N,POSITIVE,403.2326,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500102,QZCLKYGREBVARF-UHFFFAOYSA-N,POSITIVE,403.2326,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500103,QZCLKYGREBVARF-UHFFFAOYSA-N,POSITIVE,403.2326,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500104,QZCLKYGREBVARF-UHFFFAOYSA-N,POSITIVE,403.2326,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500105,QZCLKYGREBVARF-UHFFFAOYSA-N,POSITIVE,403.2326,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500201,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,277.1282,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500202,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,277.1282,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500203,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,277.1282,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500204,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,277.1282,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500205,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,277.1282,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500206,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,276.1204,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500207,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,276.1204,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500208,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,276.1204,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500209,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,276.1204,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500210,DOOTYTYQINUNNV-UHFFFAOYSA-N,POSITIVE,276.1204,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500301,FWDBOZPQNFPOLF-UHFFFAOYSA-N,POSITIVE,191.1098,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500302,FWDBOZPQNFPOLF-UHFFFAOYSA-N,POSITIVE,191.1098,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500303,FWDBOZPQNFPOLF-UHFFFAOYSA-N,POSITIVE,191.1098,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500401,DOIRQSBPFJWKBE-UHFFFAOYSA-N,POSITIVE,279.1591,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500402,DOIRQSBPFJWKBE-UHFFFAOYSA-N,POSITIVE,279.1591,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500403,DOIRQSBPFJWKBE-UHFFFAOYSA-N,POSITIVE,279.1591,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500404,DOIRQSBPFJWKBE-UHFFFAOYSA-N,POSITIVE,279.1591,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500405,DOIRQSBPFJWKBE-UHFFFAOYSA-N,POSITIVE,279.1591,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500501,IRIAEXORFWYRCZ-UHFFFAOYSA-N,POSITIVE,313.1434,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500502,IRIAEXORFWYRCZ-UHFFFAOYSA-N,POSITIVE,313.1434,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500506,IRIAEXORFWYRCZ-UHFFFAOYSA-N,POSITIVE,312.1356,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500509,IRIAEXORFWYRCZ-UHFFFAOYSA-N,POSITIVE,312.1356,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500601,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,POSITIVE,151.0754,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500602,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,POSITIVE,151.0754,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500607,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,POSITIVE,150.0675,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU500608,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,POSITIVE,150.0675,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501301,BJQHLKABXJIVAM-UHFFFAOYSA-N,POSITIVE,391.2843,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501302,BJQHLKABXJIVAM-UHFFFAOYSA-N,POSITIVE,391.2843,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501304,BJQHLKABXJIVAM-UHFFFAOYSA-N,POSITIVE,391.2843,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501401,OSWPMRLSEDHDFF-UHFFFAOYSA-N,POSITIVE,153.0546,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501402,OSWPMRLSEDHDFF-UHFFFAOYSA-N,POSITIVE,153.0546,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501403,OSWPMRLSEDHDFF-UHFFFAOYSA-N,POSITIVE,153.0546,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501404,OSWPMRLSEDHDFF-UHFFFAOYSA-N,POSITIVE,153.0546,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501405,OSWPMRLSEDHDFF-UHFFFAOYSA-N,POSITIVE,153.0546,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501407,OSWPMRLSEDHDFF-UHFFFAOYSA-N,POSITIVE,152.0468,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501408,OSWPMRLSEDHDFF-UHFFFAOYSA-N,POSITIVE,152.0468,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501502,KGRVJHAUYBGFFP-UHFFFAOYSA-N,POSITIVE,341.2475,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501504,KGRVJHAUYBGFFP-UHFFFAOYSA-N,POSITIVE,341.2475,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501506,KGRVJHAUYBGFFP-UHFFFAOYSA-N,POSITIVE,340.2397,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501507,KGRVJHAUYBGFFP-UHFFFAOYSA-N,POSITIVE,340.2397,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501508,KGRVJHAUYBGFFP-UHFFFAOYSA-N,POSITIVE,340.2397,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501509,KGRVJHAUYBGFFP-UHFFFAOYSA-N,POSITIVE,340.2397,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501510,KGRVJHAUYBGFFP-UHFFFAOYSA-N,POSITIVE,340.2397,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU501801,QUDWYFHPNIMBFC-UHFFFAOYSA-N,POSITIVE,247.0965,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502001,LSQARZALBDFYQZ-UHFFFAOYSA-N,POSITIVE,219.0616,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502002,LSQARZALBDFYQZ-UHFFFAOYSA-N,POSITIVE,219.0616,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502003,LSQARZALBDFYQZ-UHFFFAOYSA-N,POSITIVE,219.0616,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502004,LSQARZALBDFYQZ-UHFFFAOYSA-N,POSITIVE,219.0616,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502007,LSQARZALBDFYQZ-UHFFFAOYSA-N,POSITIVE,218.0538,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502008,LSQARZALBDFYQZ-UHFFFAOYSA-N,POSITIVE,218.0538,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502009,LSQARZALBDFYQZ-UHFFFAOYSA-N,POSITIVE,218.0538,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502010,LSQARZALBDFYQZ-UHFFFAOYSA-N,POSITIVE,218.0538,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502101,GLVVKKSPKXTQRB-UHFFFAOYSA-N,POSITIVE,227.2006,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502102,GLVVKKSPKXTQRB-UHFFFAOYSA-N,POSITIVE,227.2006,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502106,GLVVKKSPKXTQRB-UHFFFAOYSA-N,POSITIVE,226.1927,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502201,PBOSTUDLECTMNL-UHFFFAOYSA-N,POSITIVE,241.2162,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502206,PBOSTUDLECTMNL-UHFFFAOYSA-N,POSITIVE,240.2084,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502207,PBOSTUDLECTMNL-UHFFFAOYSA-N,POSITIVE,240.2084,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502208,PBOSTUDLECTMNL-UHFFFAOYSA-N,POSITIVE,240.2084,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502209,PBOSTUDLECTMNL-UHFFFAOYSA-N,POSITIVE,240.2084,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502401,UDEWPOVQBGFNGE-UHFFFAOYSA-N,POSITIVE,165.091,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502402,UDEWPOVQBGFNGE-UHFFFAOYSA-N,POSITIVE,165.091,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502403,UDEWPOVQBGFNGE-UHFFFAOYSA-N,POSITIVE,165.091,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502404,UDEWPOVQBGFNGE-UHFFFAOYSA-N,POSITIVE,165.091,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502405,UDEWPOVQBGFNGE-UHFFFAOYSA-N,POSITIVE,165.091,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502506,IAJNXBNRYMEYAZ-UHFFFAOYSA-N,POSITIVE,277.1097,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502507,IAJNXBNRYMEYAZ-UHFFFAOYSA-N,POSITIVE,277.1097,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502508,IAJNXBNRYMEYAZ-UHFFFAOYSA-N,POSITIVE,277.1097,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502509,IAJNXBNRYMEYAZ-UHFFFAOYSA-N,POSITIVE,277.1097,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502510,IAJNXBNRYMEYAZ-UHFFFAOYSA-N,POSITIVE,277.1097,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU502601,FMJSMJQBSVNSBF-UHFFFAOYSA-N,POSITIVE,362.2115,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503201,FIHBHSQYSYVZQE-UHFFFAOYSA-N,POSITIVE,227.1278,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503202,FIHBHSQYSYVZQE-UHFFFAOYSA-N,POSITIVE,227.1278,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503203,FIHBHSQYSYVZQE-UHFFFAOYSA-N,POSITIVE,227.1278,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503206,FIHBHSQYSYVZQE-UHFFFAOYSA-N,POSITIVE,226.12,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503609,ICKWICRCANNIBI-UHFFFAOYSA-N,POSITIVE,206.1665,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503610,ICKWICRCANNIBI-UHFFFAOYSA-N,POSITIVE,206.1665,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503902,FATBGEAMYMYZAF-UHFFFAOYSA-N,POSITIVE,282.2791,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503903,FATBGEAMYMYZAF-UHFFFAOYSA-N,POSITIVE,282.2791,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503906,FATBGEAMYMYZAF-UHFFFAOYSA-N,POSITIVE,281.2713,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503907,FATBGEAMYMYZAF-UHFFFAOYSA-N,POSITIVE,281.2713,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503908,FATBGEAMYMYZAF-UHFFFAOYSA-N,POSITIVE,281.2713,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503909,FATBGEAMYMYZAF-UHFFFAOYSA-N,POSITIVE,281.2713,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU503910,FATBGEAMYMYZAF-UHFFFAOYSA-N,POSITIVE,281.2713,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504004,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,POSITIVE,155.0855,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504007,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,POSITIVE,154.0777,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504008,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,POSITIVE,154.0777,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504009,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,POSITIVE,154.0777,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504010,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,POSITIVE,154.0777,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504101,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,POSITIVE,159.138,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504102,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,POSITIVE,159.138,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504202,RDQSIADLBQFVMY-UHFFFAOYSA-N,POSITIVE,221.1536,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504301,DSSYKIVIOFKYAU-UHFFFAOYSA-N,POSITIVE,153.1274,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504302,DSSYKIVIOFKYAU-UHFFFAOYSA-N,POSITIVE,153.1274,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504303,DSSYKIVIOFKYAU-UHFFFAOYSA-N,POSITIVE,153.1274,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504506,GPNYZBKIGXGYNU-UHFFFAOYSA-N,POSITIVE,368.271,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504507,GPNYZBKIGXGYNU-UHFFFAOYSA-N,POSITIVE,368.271,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504508,GPNYZBKIGXGYNU-UHFFFAOYSA-N,POSITIVE,368.271,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504509,GPNYZBKIGXGYNU-UHFFFAOYSA-N,POSITIVE,368.271,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504510,GPNYZBKIGXGYNU-UHFFFAOYSA-N,POSITIVE,368.271,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504601,QPJVMBTYPHYUOC-UHFFFAOYSA-N,POSITIVE,137.0597,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU504806,SOGAXMICEFXMKE-UHFFFAOYSA-N,POSITIVE,142.0988,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU505301,SAOKZLXYCUGLFA-UHFFFAOYSA-N,POSITIVE,371.3156,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU505302,SAOKZLXYCUGLFA-UHFFFAOYSA-N,POSITIVE,371.3156,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU505303,SAOKZLXYCUGLFA-UHFFFAOYSA-N,POSITIVE,371.3156,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU505304,SAOKZLXYCUGLFA-UHFFFAOYSA-N,POSITIVE,371.3156,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU505305,SAOKZLXYCUGLFA-UHFFFAOYSA-N,POSITIVE,371.3156,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU505306,SAOKZLXYCUGLFA-UHFFFAOYSA-N,POSITIVE,370.3078,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU505307,SAOKZLXYCUGLFA-UHFFFAOYSA-N,POSITIVE,370.3078,GC-APCI-QTOF,Athens_Univ,CC BY
MSBNK-Athens_Univ-AU505308,SAOKZLXYCUGLFA-UHFFFAOYSA-N,POSITIVE,370.3078,GC-APCI-QTOF,Athens_Univ,CC BY
