spectrum_id,inchikey,ion_mode,precursor_mz,instrument_type,contributor,license
MSBNK-LCSB-LU067606,RAVIZVQZGXBOQO-UHFFFAOYSA-N,POSITIVE,353.1415,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067851,NBDAHKQJXVLAID-UHFFFAOYSA-N,NEGATIVE,210.0044,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067852,NBDAHKQJXVLAID-UHFFFAOYSA-N,NEGATIVE,210.0044,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067853,NBDAHKQJXVLAID-UHFFFAOYSA-N,NEGATIVE,210.0044,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067854,NBDAHKQJXVLAID-UHFFFAOYSA-N,NEGATIVE,210.0044,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067855,NBDAHKQJXVLAID-UHFFFAOYSA-N,NEGATIVE,210.0044,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067856,NBDAHKQJXVLAID-UHFFFAOYSA-N,NEGATIVE,210.0044,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067901,DNRJTBAOUJJKDY-UHFFFAOYSA-N,POSITIVE,259.2056,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067902,DNRJTBAOUJJKDY-UHFFFAOYSA-N,POSITIVE,259.2056,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067903,DNRJTBAOUJJKDY-UHFFFAOYSA-N,POSITIVE,259.2056,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067904,DNRJTBAOUJJKDY-UHFFFAOYSA-N,POSITIVE,259.2056,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067905,DNRJTBAOUJJKDY-UHFFFAOYSA-N,POSITIVE,259.2056,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU067906,DNRJTBAOUJJKDY-UHFFFAOYSA-N,POSITIVE,259.2056,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068001,FWQYJOPJMIEKHZ-UHFFFAOYSA-N,POSITIVE,179.1179,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068002,FWQYJOPJMIEKHZ-UHFFFAOYSA-N,POSITIVE,179.1179,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068003,FWQYJOPJMIEKHZ-UHFFFAOYSA-N,POSITIVE,179.1179,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068004,FWQYJOPJMIEKHZ-UHFFFAOYSA-N,POSITIVE,179.1179,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068005,FWQYJOPJMIEKHZ-UHFFFAOYSA-N,POSITIVE,179.1179,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068006,FWQYJOPJMIEKHZ-UHFFFAOYSA-N,POSITIVE,179.1179,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068301,BACYUWVYYTXETD-UHFFFAOYSA-N,POSITIVE,272.222,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068302,BACYUWVYYTXETD-UHFFFAOYSA-N,POSITIVE,272.222,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068303,BACYUWVYYTXETD-UHFFFAOYSA-N,POSITIVE,272.222,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068304,BACYUWVYYTXETD-UHFFFAOYSA-N,POSITIVE,272.222,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068305,BACYUWVYYTXETD-UHFFFAOYSA-N,POSITIVE,272.222,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068306,BACYUWVYYTXETD-UHFFFAOYSA-N,POSITIVE,272.222,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068351,BACYUWVYYTXETD-UHFFFAOYSA-N,NEGATIVE,270.2075,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068352,BACYUWVYYTXETD-UHFFFAOYSA-N,NEGATIVE,270.2075,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068353,BACYUWVYYTXETD-UHFFFAOYSA-N,NEGATIVE,270.2075,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068354,BACYUWVYYTXETD-UHFFFAOYSA-N,NEGATIVE,270.2075,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068355,BACYUWVYYTXETD-UHFFFAOYSA-N,NEGATIVE,270.2075,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068401,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,POSITIVE,202.2165,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068402,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,POSITIVE,202.2165,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068403,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,POSITIVE,202.2165,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068404,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,POSITIVE,202.2165,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068405,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,POSITIVE,202.2165,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068406,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,POSITIVE,202.2165,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068501,JOOMJVFZQRQWKR-UHFFFAOYSA-N,POSITIVE,374.0934,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068502,JOOMJVFZQRQWKR-UHFFFAOYSA-N,POSITIVE,374.0934,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068503,JOOMJVFZQRQWKR-UHFFFAOYSA-N,POSITIVE,374.0934,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068504,JOOMJVFZQRQWKR-UHFFFAOYSA-N,POSITIVE,374.0934,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068505,JOOMJVFZQRQWKR-UHFFFAOYSA-N,POSITIVE,374.0934,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068506,JOOMJVFZQRQWKR-UHFFFAOYSA-N,POSITIVE,374.0934,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068601,CLSVJBIHYWPGQY-GGYDESQDSA-N,POSITIVE,374.1962,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068602,CLSVJBIHYWPGQY-GGYDESQDSA-N,POSITIVE,374.1962,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068603,CLSVJBIHYWPGQY-GGYDESQDSA-N,POSITIVE,374.1962,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068604,CLSVJBIHYWPGQY-GGYDESQDSA-N,POSITIVE,374.1962,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068605,CLSVJBIHYWPGQY-GGYDESQDSA-N,POSITIVE,374.1962,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068606,CLSVJBIHYWPGQY-GGYDESQDSA-N,POSITIVE,374.1962,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068703,NDDAHWYSQHTHNT-UHFFFAOYSA-N,POSITIVE,366.0674,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068704,NDDAHWYSQHTHNT-UHFFFAOYSA-N,POSITIVE,366.0674,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068705,NDDAHWYSQHTHNT-UHFFFAOYSA-N,POSITIVE,366.0674,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068706,NDDAHWYSQHTHNT-UHFFFAOYSA-N,POSITIVE,366.0674,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068751,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NEGATIVE,364.0528,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068752,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NEGATIVE,364.0528,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068753,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NEGATIVE,364.0528,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068754,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NEGATIVE,364.0528,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068755,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NEGATIVE,364.0528,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068756,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NEGATIVE,364.0528,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068803,PZYDAVFRVJXFHS-UHFFFAOYSA-N,POSITIVE,168.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068804,PZYDAVFRVJXFHS-UHFFFAOYSA-N,POSITIVE,168.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068805,PZYDAVFRVJXFHS-UHFFFAOYSA-N,POSITIVE,168.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068806,PZYDAVFRVJXFHS-UHFFFAOYSA-N,POSITIVE,168.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068951,TUPKOWFPVAXQFP-OFNKIYASSA-N,NEGATIVE,597.1805,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068952,TUPKOWFPVAXQFP-OFNKIYASSA-N,NEGATIVE,597.1805,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068953,TUPKOWFPVAXQFP-OFNKIYASSA-N,NEGATIVE,597.1805,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068954,TUPKOWFPVAXQFP-OFNKIYASSA-N,NEGATIVE,597.1805,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068955,TUPKOWFPVAXQFP-OFNKIYASSA-N,NEGATIVE,597.1805,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU068956,TUPKOWFPVAXQFP-OFNKIYASSA-N,NEGATIVE,597.1805,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069005,YJFCKXVXEKHSEC-UHFFFAOYSA-N,POSITIVE,264.1019,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069006,YJFCKXVXEKHSEC-UHFFFAOYSA-N,POSITIVE,264.1019,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069301,JLRGJRBPOGGCBT-UHFFFAOYSA-N,POSITIVE,271.1111,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069302,JLRGJRBPOGGCBT-UHFFFAOYSA-N,POSITIVE,271.1111,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069303,JLRGJRBPOGGCBT-UHFFFAOYSA-N,POSITIVE,271.1111,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069304,JLRGJRBPOGGCBT-UHFFFAOYSA-N,POSITIVE,271.1111,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069305,JLRGJRBPOGGCBT-UHFFFAOYSA-N,POSITIVE,271.1111,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069306,JLRGJRBPOGGCBT-UHFFFAOYSA-N,POSITIVE,271.1111,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069352,JLRGJRBPOGGCBT-UHFFFAOYSA-N,NEGATIVE,269.0965,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069353,JLRGJRBPOGGCBT-UHFFFAOYSA-N,NEGATIVE,269.0965,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069354,JLRGJRBPOGGCBT-UHFFFAOYSA-N,NEGATIVE,269.0965,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069355,JLRGJRBPOGGCBT-UHFFFAOYSA-N,NEGATIVE,269.0965,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069356,JLRGJRBPOGGCBT-UHFFFAOYSA-N,NEGATIVE,269.0965,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069403,QMGVPVSNSZLJIA-FVWCLLPLSA-N,POSITIVE,335.1754,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069404,QMGVPVSNSZLJIA-FVWCLLPLSA-N,POSITIVE,335.1754,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069405,QMGVPVSNSZLJIA-FVWCLLPLSA-N,POSITIVE,335.1754,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069406,QMGVPVSNSZLJIA-FVWCLLPLSA-N,POSITIVE,335.1754,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069652,NRXQIUSYPAHGNM-UHFFFAOYSA-N,NEGATIVE,369.8231,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069653,NRXQIUSYPAHGNM-UHFFFAOYSA-N,NEGATIVE,369.8231,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069654,NRXQIUSYPAHGNM-UHFFFAOYSA-N,NEGATIVE,369.8231,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069655,NRXQIUSYPAHGNM-UHFFFAOYSA-N,NEGATIVE,369.8231,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069656,NRXQIUSYPAHGNM-UHFFFAOYSA-N,NEGATIVE,369.8231,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069801,VDTNNGKXZGSZIP-UHFFFAOYSA-N,POSITIVE,272.1063,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069802,VDTNNGKXZGSZIP-UHFFFAOYSA-N,POSITIVE,272.1063,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069803,VDTNNGKXZGSZIP-UHFFFAOYSA-N,POSITIVE,272.1063,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069804,VDTNNGKXZGSZIP-UHFFFAOYSA-N,POSITIVE,272.1063,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069805,VDTNNGKXZGSZIP-UHFFFAOYSA-N,POSITIVE,272.1063,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069806,VDTNNGKXZGSZIP-UHFFFAOYSA-N,POSITIVE,272.1063,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069853,VDTNNGKXZGSZIP-UHFFFAOYSA-N,NEGATIVE,270.0918,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069854,VDTNNGKXZGSZIP-UHFFFAOYSA-N,NEGATIVE,270.0918,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069855,VDTNNGKXZGSZIP-UHFFFAOYSA-N,NEGATIVE,270.0918,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU069856,VDTNNGKXZGSZIP-UHFFFAOYSA-N,NEGATIVE,270.0918,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070104,GXPHKUHSUJUWKP-UHFFFAOYSA-N,POSITIVE,442.1683,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070105,GXPHKUHSUJUWKP-UHFFFAOYSA-N,POSITIVE,442.1683,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070152,GXPHKUHSUJUWKP-UHFFFAOYSA-N,NEGATIVE,440.1537,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070153,GXPHKUHSUJUWKP-UHFFFAOYSA-N,NEGATIVE,440.1537,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070154,GXPHKUHSUJUWKP-UHFFFAOYSA-N,NEGATIVE,440.1537,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070155,GXPHKUHSUJUWKP-UHFFFAOYSA-N,NEGATIVE,440.1537,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070156,GXPHKUHSUJUWKP-UHFFFAOYSA-N,NEGATIVE,440.1537,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070251,YASYVMFAVPKPKE-UHFFFAOYSA-N,NEGATIVE,182.0046,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070252,YASYVMFAVPKPKE-UHFFFAOYSA-N,NEGATIVE,182.0046,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070253,YASYVMFAVPKPKE-UHFFFAOYSA-N,NEGATIVE,182.0046,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070254,YASYVMFAVPKPKE-UHFFFAOYSA-N,NEGATIVE,182.0046,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070256,YASYVMFAVPKPKE-UHFFFAOYSA-N,NEGATIVE,182.0046,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070301,QAHFOPIILNICLA-UHFFFAOYSA-N,POSITIVE,240.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070302,QAHFOPIILNICLA-UHFFFAOYSA-N,POSITIVE,240.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070303,QAHFOPIILNICLA-UHFFFAOYSA-N,POSITIVE,240.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070304,QAHFOPIILNICLA-UHFFFAOYSA-N,POSITIVE,240.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070305,QAHFOPIILNICLA-UHFFFAOYSA-N,POSITIVE,240.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070306,QAHFOPIILNICLA-UHFFFAOYSA-N,POSITIVE,240.1383,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070403,YWBVHLJPRPCRSD-UHFFFAOYSA-N,POSITIVE,330.11,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070404,YWBVHLJPRPCRSD-UHFFFAOYSA-N,POSITIVE,330.11,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070405,YWBVHLJPRPCRSD-UHFFFAOYSA-N,POSITIVE,330.11,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070406,YWBVHLJPRPCRSD-UHFFFAOYSA-N,POSITIVE,330.11,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070501,HZJKXKUJVSEEFU-UHFFFAOYSA-N,POSITIVE,289.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070502,HZJKXKUJVSEEFU-UHFFFAOYSA-N,POSITIVE,289.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070503,HZJKXKUJVSEEFU-UHFFFAOYSA-N,POSITIVE,289.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070504,HZJKXKUJVSEEFU-UHFFFAOYSA-N,POSITIVE,289.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070505,HZJKXKUJVSEEFU-UHFFFAOYSA-N,POSITIVE,289.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070506,HZJKXKUJVSEEFU-UHFFFAOYSA-N,POSITIVE,289.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070701,RQDJADAKIFFEKQ-UHFFFAOYSA-N,POSITIVE,337.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070702,RQDJADAKIFFEKQ-UHFFFAOYSA-N,POSITIVE,337.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070703,RQDJADAKIFFEKQ-UHFFFAOYSA-N,POSITIVE,337.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070704,RQDJADAKIFFEKQ-UHFFFAOYSA-N,POSITIVE,337.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070705,RQDJADAKIFFEKQ-UHFFFAOYSA-N,POSITIVE,337.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070706,RQDJADAKIFFEKQ-UHFFFAOYSA-N,POSITIVE,337.1215,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070901,JWUCHKBSVLQQCO-UHFFFAOYSA-N,POSITIVE,302.1099,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070902,JWUCHKBSVLQQCO-UHFFFAOYSA-N,POSITIVE,302.1099,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070903,JWUCHKBSVLQQCO-UHFFFAOYSA-N,POSITIVE,302.1099,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070904,JWUCHKBSVLQQCO-UHFFFAOYSA-N,POSITIVE,302.1099,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070905,JWUCHKBSVLQQCO-UHFFFAOYSA-N,POSITIVE,302.1099,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070906,JWUCHKBSVLQQCO-UHFFFAOYSA-N,POSITIVE,302.1099,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070953,JWUCHKBSVLQQCO-UHFFFAOYSA-N,NEGATIVE,300.0954,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070954,JWUCHKBSVLQQCO-UHFFFAOYSA-N,NEGATIVE,300.0954,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070955,JWUCHKBSVLQQCO-UHFFFAOYSA-N,NEGATIVE,300.0954,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU070956,JWUCHKBSVLQQCO-UHFFFAOYSA-N,NEGATIVE,300.0954,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071001,ULSLJYXHZDTLQK-UHFFFAOYSA-N,POSITIVE,293.1172,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071002,ULSLJYXHZDTLQK-UHFFFAOYSA-N,POSITIVE,293.1172,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071003,ULSLJYXHZDTLQK-UHFFFAOYSA-N,POSITIVE,293.1172,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071004,ULSLJYXHZDTLQK-UHFFFAOYSA-N,POSITIVE,293.1172,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071005,ULSLJYXHZDTLQK-UHFFFAOYSA-N,POSITIVE,293.1172,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071006,ULSLJYXHZDTLQK-UHFFFAOYSA-N,POSITIVE,293.1172,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071052,ULSLJYXHZDTLQK-UHFFFAOYSA-N,NEGATIVE,291.1027,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071053,ULSLJYXHZDTLQK-UHFFFAOYSA-N,NEGATIVE,291.1027,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071054,ULSLJYXHZDTLQK-UHFFFAOYSA-N,NEGATIVE,291.1027,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071055,ULSLJYXHZDTLQK-UHFFFAOYSA-N,NEGATIVE,291.1027,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071056,ULSLJYXHZDTLQK-UHFFFAOYSA-N,NEGATIVE,291.1027,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071202,PHLBKPHSAVXXEF-UHFFFAOYSA-N,POSITIVE,372.1586,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071204,PHLBKPHSAVXXEF-UHFFFAOYSA-N,POSITIVE,372.1586,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071205,PHLBKPHSAVXXEF-UHFFFAOYSA-N,POSITIVE,372.1586,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071206,PHLBKPHSAVXXEF-UHFFFAOYSA-N,POSITIVE,372.1586,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071402,TWMFGCHRALXDAR-UHFFFAOYSA-N,POSITIVE,285.29,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071403,TWMFGCHRALXDAR-UHFFFAOYSA-N,POSITIVE,285.29,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071404,TWMFGCHRALXDAR-UHFFFAOYSA-N,POSITIVE,285.29,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071405,TWMFGCHRALXDAR-UHFFFAOYSA-N,POSITIVE,285.29,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071406,TWMFGCHRALXDAR-UHFFFAOYSA-N,POSITIVE,285.29,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071501,WTOYNNBCKUYIKC-JMSVASOKSA-N,POSITIVE,219.1743,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071502,WTOYNNBCKUYIKC-JMSVASOKSA-N,POSITIVE,219.1743,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071503,WTOYNNBCKUYIKC-JMSVASOKSA-N,POSITIVE,219.1743,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071504,WTOYNNBCKUYIKC-JMSVASOKSA-N,POSITIVE,219.1743,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071505,WTOYNNBCKUYIKC-JMSVASOKSA-N,POSITIVE,219.1743,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071506,WTOYNNBCKUYIKC-JMSVASOKSA-N,POSITIVE,219.1743,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071601,GWLFIMOOGVXSMZ-UHFFFAOYSA-N,POSITIVE,414.1846,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071602,GWLFIMOOGVXSMZ-UHFFFAOYSA-N,POSITIVE,414.1846,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071603,GWLFIMOOGVXSMZ-UHFFFAOYSA-N,POSITIVE,414.1846,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071604,GWLFIMOOGVXSMZ-UHFFFAOYSA-N,POSITIVE,414.1846,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071605,GWLFIMOOGVXSMZ-UHFFFAOYSA-N,POSITIVE,414.1846,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071606,GWLFIMOOGVXSMZ-UHFFFAOYSA-N,POSITIVE,414.1846,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071701,YKVIWISPFDZYOW-UHFFFAOYSA-N,POSITIVE,171.138,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071702,YKVIWISPFDZYOW-UHFFFAOYSA-N,POSITIVE,171.138,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071703,YKVIWISPFDZYOW-UHFFFAOYSA-N,POSITIVE,171.138,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071704,YKVIWISPFDZYOW-UHFFFAOYSA-N,POSITIVE,171.138,LC-ESI-QFT,LCSB,CC BY
MSBNK-LCSB-LU071705,YKVIWISPFDZYOW-UHFFFAOYSA-N,POSITIVE,171.138,LC-ESI-QFT,LCSB,CC BY
